lot_area,year_built,gr_liv_area,bedrooms,bathrooms,garage_cars,neighborhood,sale_type,sale_price
17692,1940,1776,3,1.0,2.0,OldTown,WD,161200
6947,1916,1191,1,2.5,1.0,BrkSide,WD,104200
4442,2002,1134,5,2.5,3.0,CollgCr,WD,156200
9730,2005,1762,1,2.0,2.0,Somerst,New,184000
18920,2015,1379,2,1.5,2.0,Gilbert,WD,173800
10726,1931,1875,7,1.0,2.0,OldTown,WD,201500
8957,1989,1429,1,1.5,2.0,Gilbert,WD,152800
6405,1988,1909,2,2.5,3.0,NWAmes,WD,256000
23834,1997,1669,4,2.5,2.0,Sawyer,WD,168800
5915,1999,1615,3,1.0,2.0,OldTown,WD,157100
6886,2018,1350,3,1.0,1.0,OldTown,WD,198200
13161,1959,1593,1,2.0,1.0,Sawyer,WD,186500
3913,1909,1977,3,2.0,2.0,Somerst,WD,174600
18719,1923,1478,6,3.0,1.0,OldTown,WD,150600
13522,2009,1712,5,2.5,2.0,NWAmes,WD,201800
15516,2004,1519,7,2.0,3.0,NWAmes,WD,196300
13083,1901,1550,5,2.0,2.0,BrkSide,New,126400
9131,1945,2189,6,2.5,0.0,BrkSide,New,127100
5816,1930,1981,4,2.0,2.0,NWAmes,COD,167900
9228,1939,1532,5,2.5,0.0,CollgCr,WD,175100
6078,1979,1586,5,1.0,2.0,Sawyer,WD,214800
12620,1963,1219,6,3.0,2.0,CollgCr,WD,147500
14815,1959,1431,4,3.0,2.0,Sawyer,WD,144000
20711,1953,1624,3,2.0,2.0,Gilbert,WD,177600
11919,1979,1840,1,2.0,2.0,Somerst,WD,200500
15714,1984,1800,7,2.0,1.0,BrkSide,WD,191000
8531,1905,1056,4,3.0,1.0,NWAmes,WD,63800
7792,1917,1891,6,1.0,2.0,Somerst,New,239100
12542,1942,1464,5,1.5,3.0,CollgCr,WD,194600
8158,1954,1105,1,2.5,1.0,Gilbert,WD,127800
11323,2023,2035,5,2.5,1.0,CollgCr,New,189300
5822,2010,2085,4,1.5,1.0,CollgCr,WD,222200
6369,1980,1605,2,1.0,2.0,OldTown,WD,189000
13598,1904,1784,2,2.0,1.0,Gilbert,WD,156000
15419,1912,1807,5,2.5,2.0,BrkSide,New,179000
6046,1956,2058,1,2.5,1.0,CollgCr,New,182500
13840,1972,1791,5,1.0,2.0,CollgCr,WD,194900
7583,1981,969,6,1.0,1.0,Gilbert,WD,146900
9979,1917,2304,1,1.5,2.0,CollgCr,WD,205500
20100,2010,1926,1,2.0,1.0,OldTown,WD,199500
14820,1961,1296,1,1.0,2.0,Gilbert,New,184200
14734,1973,1088,6,1.0,3.0,NWAmes,WD,128600
25704,1904,1702,6,2.0,1.0,OldTown,New,133700
6961,2002,1389,7,1.5,3.0,CollgCr,COD,186300
6045,1967,1632,1,2.5,1.0,CollgCr,WD,150100
6898,1927,1797,4,1.0,2.0,Gilbert,COD,165800
8715,1939,1273,1,3.0,2.0,Gilbert,WD,174300
3049,1943,1054,3,1.0,1.0,Sawyer,WD,122700
8922,1903,1654,3,,2.0,OldTown,New,122100
7538,2016,1287,5,3.0,0.0,Sawyer,WD,139900
14645,1999,1558,7,2.5,2.0,CollgCr,ConLD,183400
11804,2009,963,6,3.0,2.0,BrkSide,WD,153300
7329,1943,1399,1,1.0,3.0,BrkSide,WD,179800
13293,1969,1786,2,2.5,1.0,NWAmes,New,183200
14209,1956,1742,2,1.0,3.0,Sawyer,WD,188600
6739,1958,1185,2,2.5,1.0,Gilbert,WD,113500
7735,1973,1033,3,1.5,2.0,Sawyer,WD,136700
3253,1955,1506,5,2.5,1.0,OldTown,WD,141700
5737,1995,1724,6,1.0,1.0,OldTown,WD,172400
6828,1907,1662,7,3.0,0.0,BrkSide,New,150100
10271,1923,1295,5,2.0,2.0,Sawyer,WD,153000
6169,2010,1619,3,2.0,1.0,Gilbert,WD,193300
7656,2009,2101,2,2.0,2.0,Somerst,WD,207400
5363,2001,1582,3,1.0,3.0,Somerst,WD,226300
10781,1945,847,6,1.5,1.0,Somerst,WD,128300
12245,1956,1581,7,2.5,0.0,NWAmes,WD,148800
12103,1903,2318,3,3.0,1.0,Gilbert,New,195300
9958,1934,985,2,3.0,1.0,Sawyer,WD,105700
4580,1990,1512,1,2.0,2.0,Somerst,WD,134800
7259,1942,1409,1,1.5,2.0,Sawyer,COD,144800
8074,1959,1538,5,2.0,1.0,OldTown,WD,172000
8090,1915,1578,5,2.0,1.0,Sawyer,WD,147700
10275,1961,1956,5,1.5,2.0,Gilbert,ConLD,189900
20187,1989,1534,1,1.5,1.0,NWAmes,WD,148900
14854,1970,2011,4,3.0,2.0,Somerst,WD,159300
6040,1969,1453,2,1.5,3.0,Somerst,WD,207900
13894,2013,1360,3,1.0,1.0,Somerst,New,159300
13632,1929,1232,5,2.5,2.0,BrkSide,New,134700
6614,1937,773,2,2.5,2.0,OldTown,New,107000
15130,1977,1610,5,1.5,2.0,Gilbert,ConLD,203500
9134,1959,2322,3,2.5,2.0,BrkSide,WD,229800
4890,2021,1683,4,3.0,,NWAmes,WD,176300
12427,1907,1775,4,3.0,2.0,Gilbert,WD,189800
11031,1915,1335,3,2.5,2.0,Gilbert,COD,141800
8832,1942,1402,1,2.0,2.0,NWAmes,COD,144300
9714,1956,1894,5,1.0,2.0,Gilbert,WD,181900
6908,2010,2303,7,2.0,2.0,BrkSide,New,210800
13428,1961,2095,5,3.0,1.0,Gilbert,WD,161900
9684,1954,1822,6,3.0,2.0,Sawyer,WD,198700
10756,1920,1514,6,2.5,1.0,NWAmes,WD,139700
11832,1953,1584,1,3.0,1.0,Sawyer,ConLD,170200
5556,1965,1199,6,2.0,1.0,BrkSide,WD,146000
6329,1972,921,2,1.0,1.0,CollgCr,WD,138000
3278,1975,1049,5,2.0,2.0,BrkSide,ConLD,106100
13126,1953,1520,7,1.5,1.0,Gilbert,WD,137000
5399,1919,1383,7,3.0,2.0,NWAmes,WD,160000
10575,1918,912,3,2.5,2.0,Sawyer,WD,96900
11914,1919,1485,6,2.0,1.0,CollgCr,WD,149600
13375,1976,1373,5,1.5,1.0,Gilbert,WD,125300
5421,2006,1031,1,1.0,2.0,Gilbert,WD,155600
9580,2009,1352,2,1.0,2.0,BrkSide,New,206100
22814,1938,1372,7,1.5,1.0,Gilbert,WD,157200
23322,1909,1253,7,1.5,1.0,NWAmes,WD,89400
16215,1978,1871,7,1.5,1.0,NWAmes,New,198100
11716,1904,739,3,3.0,0.0,NWAmes,WD,121100
5988,1977,706,3,2.5,0.0,BrkSide,New,160700
14176,1947,1501,6,2.0,3.0,Sawyer,New,185000
9145,2004,1538,1,1.0,0.0,OldTown,COD,131300
13099,1977,1662,7,3.0,1.0,NWAmes,WD,178000
7213,1991,1284,5,2.5,3.0,Somerst,WD,208600
9077,1950,1133,5,2.0,2.0,CollgCr,WD,140400
10744,2004,1497,4,2.0,,BrkSide,COD,201200
11194,1965,1323,7,2.0,2.0,BrkSide,ConLD,142300
12668,1977,2120,6,3.0,3.0,BrkSide,WD,225900
7409,1944,1370,1,2.5,0.0,Somerst,WD,81600
5056,1955,1479,4,2.0,1.0,Somerst,WD,133600
22301,2004,2490,7,2.5,3.0,Sawyer,WD,246800
34359,1948,1422,1,3.0,2.0,CollgCr,New,152100
12378,1902,1722,6,1.5,3.0,OldTown,New,148100
5105,1946,1759,2,3.0,1.0,Somerst,WD,155400
6724,1948,1793,4,2.5,3.0,Gilbert,COD,198400
12766,1951,1616,7,1.0,1.0,NWAmes,WD,157300
19352,1908,1578,4,3.0,2.0,CollgCr,WD,157200
5397,1916,1540,1,2.5,3.0,NWAmes,WD,182900
9301,1940,1270,1,1.5,1.0,BrkSide,WD,129800
10916,1952,1630,6,1.5,1.0,CollgCr,New,187200
15249,1903,2311,7,3.0,2.0,Somerst,WD,175000
8335,1948,1984,3,3.0,,Somerst,WD,228900
4528,1939,1622,7,1.0,0.0,Somerst,WD,166000
13502,1904,1842,4,2.5,3.0,Gilbert,WD,174200
17368,1931,1152,1,1.0,1.0,Somerst,WD,121700
9497,1934,1396,4,1.5,2.0,Gilbert,WD,157900
12120,1917,1879,7,2.0,1.0,OldTown,WD,175200
7807,1993,2095,2,1.5,3.0,Gilbert,WD,243800
6484,1908,1192,7,2.0,1.0,OldTown,New,95900
16535,1971,1307,5,2.0,2.0,Somerst,WD,168700
12013,1982,2373,3,2.0,1.0,BrkSide,WD,167600
12647,1999,1539,5,3.0,3.0,Somerst,WD,189600
20974,1967,2229,3,1.0,2.0,Gilbert,WD,238600
5841,1967,1583,1,2.5,1.0,Somerst,WD,133600
7510,1994,1598,7,1.5,1.0,BrkSide,WD,138900
10710,2005,1378,3,1.0,1.0,BrkSide,WD,166500
7464,1926,1877,4,2.0,,BrkSide,WD,205600
14641,1998,2043,6,1.5,2.0,Somerst,WD,215100
9012,1957,1086,1,1.0,2.0,Somerst,ConLD,105500
6025,1912,1359,6,2.0,2.0,Gilbert,WD,111500
10228,1975,1866,3,3.0,2.0,Sawyer,WD,193900
10777,2021,1448,4,2.0,2.0,NWAmes,WD,159200
15793,1917,1303,4,2.5,1.0,Sawyer,WD,134300
12047,1901,1904,6,1.0,1.0,BrkSide,WD,163700
12464,2013,1941,2,1.0,1.0,Sawyer,New,185700
11616,1974,1320,1,1.5,2.0,Somerst,WD,197900
9008,1927,1585,3,2.5,1.0,CollgCr,WD,161900
6918,1998,1017,1,3.0,2.0,NWAmes,COD,176400
11435,1948,1142,2,1.0,1.0,Gilbert,WD,150400
8379,1941,1550,5,2.0,2.0,Sawyer,WD,161300
23038,1935,1513,6,1.5,0.0,Somerst,WD,132600
19362,1974,1113,5,2.5,2.0,CollgCr,WD,144300
13581,1916,1214,3,1.5,0.0,Somerst,New,128000
11959,1944,1074,6,2.0,1.0,Gilbert,WD,114100
9471,1937,1682,3,3.0,0.0,CollgCr,ConLD,180900
5268,1907,713,2,2.0,2.0,Somerst,WD,93200
8883,1994,1095,6,2.5,2.0,CollgCr,WD,159500
10412,1901,755,4,2.5,1.0,BrkSide,WD,92000
11100,2019,1668,3,,2.0,NWAmes,WD,185200
12516,1911,779,5,1.5,2.0,Sawyer,WD,156400
